Index,ID,Title,Average Score,Standard Deviation,Individual Scores
6436,bdnw4qjfH9,S4++: Elevating Long Sequence Modeling with State Memory Reply,3.5,1.0,3-5-3-3
6437,RzOm9oOSzm,Unveiling Linear Mode Connectivity of Re-basin from Neuron Distribution Perspective,3.5,1.0,3-3-5-3
6438,KVIeFJmU9J,Motor Imagery Decoding Using Ensemble Curriculum Learning and Collaborative Training,3.5,1.0,3-3-3-5
6439,aVlDNbvmCK,Architectural Insights for efficient Physics-Informed Neural Network optimization,3.5,1.0,3-3-3-5
6440,gP9TWGHtGM,Continual Knowledge Graph Link Prediction: Beyond Experience Replay,3.5,1.0,3-3-3-5
6441,Mkdwvl3Y8L,Discovering Knowledge-Critical Subnetworks in Neural Language Models,3.5,1.0,5-3-3-3
6442,x6gnuUXpxM,Constructing Sparse Neural Architecture with Deterministic Ramanujan Graphs,3.5,1.0,3-3-5-3
6443,zqVvdn0NQM,"Stop overkilling simple tasks with black-box models, use more transparent models instead",3.5,1.0,3-5-3-3
6444,tK8v5Keq9o,Edge-free but Structure-aware: Prototype-Guided Knowledge Distillation from GNNs to MLPs,3.5,1.0,3-5-3-3
6445,b8hRudcKQ3,Performance Adjustment for Federated Learning Marketplace,3.5,1.0,5-3-3-3
6446,V2LpzVNtCT,Towards Predicate-powered Learning,3.5,1.0,3-3-3-5
6447,wxClzZdjqP,LLM4GCL: CAN LARGE LANGUAGE MODEL EM-POWER GRAPH CONTRASTIVE LEARNING?,3.5,1.0,5-3-3-3
6448,02Ug9N8DCI,GateLoop: Fully Data-Controlled Linear Recurrence for Sequence Modeling,3.5,1.0,5-3-3-3
6449,kaZAKvjLro,Semi-supervised Long-tailed Recognition using Alternate Sampling,3.5,1.0,3-5-3-3
6450,gBV21wK07P,3D Autoencoding Diffusion Model for Molecule Interpolation and Manipulation,3.5,1.0,5-3-3-3
6451,q8mZ8AVl5d,Non-Intrusive Adaptation: Input-Centric Parameter-efficient Fine-Tuning for Versatile Multimodal Modeling,3.5,1.0,3-5-3-3
6452,E6Ix4ahpzd,On the Safety of Open-Sourced Large Language Models: Does Alignment Really Prevent Them From Being Misused?,3.5,1.0,3-5-3-3
6453,zmV50sislh,A Symmetry-Aware Learning Approach for Solving Mixed-Integer Linear Programs,3.5,1.0,3-3-3-5
6454,W2HJKGnb5y,POPULATION DESCENT: A NATURAL-SELECTION BASED HYPER-PARAMETER TUNING FRAMEWORK,3.5,1.0,3-5-3-3
6455,brVSma4m8e,scHyena: Foundation Model for Full-Length Single-Cell RNA-Seq Analysis in Brain,3.5,1.0,3-3-3-5
6456,5zwrpqYIK5,Outlier-Robust Orthogonal Regression on Manifolds,3.5,1.0,5-3-3-3
6457,bCynxWndWY,Revisiting differentially private XGBoost: are random decision trees really better than greedy ones?,3.5,1.0,3-3-5-3
6458,7UHlKybsQM,EFFICIENT QUANTUM STATE RECONSTRUCTION USING UNSUPERVISED LEARNING FOR QUANTUM CIRCUIT CUTTING,3.5,1.0,5-3-3-3
6459,aAEBTnTGo3,JoinGym: An Efficient Query Optimization Environment for Reinforcement Learning,3.5,1.0,3-5-3-3
6460,FG9x4k2WZP,Conditional Diffusion Distillation,3.5,1.0,3-5-3-3
6461,PiPaNgOaVP,De Novo Drug Design with Joint Transformers,3.5,1.0,3-5-3-3
6462,2yBuTFvXRh,AMPNet: Attention as Message Passing for Graph Neural Networks,3.5,1.0,3-5-3-3
6463,SznHfMwmjG,Measuring Feature Sparsity in Language Models,3.5,1.0,5-3-3-3
6464,fg143BW0jJ,Neural mechanisms of cognitive flexibility: Belief updating in dynamic environments with sparse rewards,3.5,1.0,5-3-3-3
6465,SFCHv2G33F,Protein Language Models Enable Accurate Cryptic Ligand Binding Pocket Prediction,3.5,1.0,5-3-3-3
6466,WGLu9Mv8mn,POET: Prompt Offset Tuning for Continual Few-Shot Action Recognition,3.5,1.0,3-5-3-3
6467,OLi39lZS9Y,Learning to Solve New sequential decision-making Tasks with In-Context Learning,3.5,1.0,5-3-3-3
6468,2EamGPuWSc,A Shot-Efficient Differential Equation Integrator using Quantum Neural Networks,3.5,1.0,5-3-3-3
6469,tiKHRTqaUD,Handling Cost and Constraints with Off-Policy Deep Reinforcement Learning,3.5,1.0,3-3-5-3
6470,kaFrlUcAn3,Debiasing Language Models Using Energy-Guided Ordinary Differential Equations,3.5,1.0,3-5-3-3
6471,DLfdJEuXkR,UGSL: A Unified Framework for Benchmarking Graph Structure Learning,3.5,1.0,3-3-5-3
6472,KlhEEcSILs,Reducing distortions in Real World Image Super Resolution using Attention,3.5,1.0,5-3-3-3
6473,2pAdYVCbU9,Promoting Sparsity in Continuous-time Neural Networks to Learn Dependence Structures,3.5,1.0,3-5-3-3
6474,qUVP6IDc5J,Eliciting Attributions from LLMs with Minimal Supervision,3.5,1.0,5-3-3-3
6475,Qqu5mMgIBV,Castor: Causal Temporal Regime Structure Learning,3.5,1.0,5-3-3-3
6476,ipWSxcmgsx,Optimizing the trade-off between utility and performance in interpretable sleep classification,3.5,1.0,5-3-3-3
6477,iPWUG1PRsf,Neural Coherence,3.5,1.0,3-3-5-3
6478,t4pWejxMgr,Quality-Diversity Transfer Learning (QDTL),3.5,1.0,3-3-5-3
6479,olUa1nOKjN,Pre-trained Neural Recommenders: Learning Statistical Representations for Zero-shot Recommender Systems,3.5,1.0,5-3-3-3
6480,pUy4mGPmUy,Optimization Framework of Transfer Learning and its Feasibility,3.5,1.0,3-5-3-3
6481,LqcLWgi5en,From PDEs to Wingbeats: A Novel Convolutional Fourier Layer-based ResNet Model,3.5,1.0,3-3-3-5
6482,pqgDqYinDZ,Learning From Multi-Expert Demonstrations: A Multi-Objective Inverse Reinforcement Learning Approach,3.5,1.0,3-3-5-3
6483,UH4HinPK9d,Provably Accurate ODE Forecasting Through Explicit Trajectory Optimization,3.5,1.0,3-3-5-3
6484,YpeQ0epITo,Enhancing Graph Neural Networks with Quantum Computed Encodings,3.5,1.0,5-3-3-3
6485,xlQrAm3LE4,DiffSim: Aligning Diffusion Model and Molecular Dynamics Simulation for Accurate Blind Docking,3.5,1.0,3-3-5-3
6486,f8Jdtbey3B,Stochastic Competition Networks for Deep Learning on Tabular Data,3.5,1.0,5-3-3-3
6487,ep9y5OrFmS,What Apples Tell About Oranges: Connecting Pruning Masks and Hessian Eigenspaces,3.5,1.0,3-5-3-3
6488,djmLZkEw1L,IMPLICIT STACKED AUTOREGRESSIVE MODEL FOR WEATHER FORECASTING,3.5,1.0,5-3-3-3
6489,PuTJF5Tzfa,Audio Image Generation for Denoising,3.5,1.0,5-3-3-3
6490,DT8ipHAAVz,End-to-End Training of  Unsupervised Trees: KAURI and DOUGLAS,3.5,1.0,3-3-5-3
6491,vFqVifIr6E,Rethinking Semantic Few-Shot Image Classification,3.5,1.0,5-3-3-3
6492,VWGyUZ9dOX,Data augmentation guided Decouple Knowledge Distillation for low-resolution fine-grained image classification,3.5,1.0,3-3-5-3
6493,H03dW4TysQ,Experts on Demand: Dynamic Routing for Personalized Diffusion Models,3.5,1.0,3-3-3-5
6494,K1VLZ5rNuZ,$MC^2$: Multimodal Concept-based Continual learning,3.5,1.0,3-5-3-3
6495,vq75kRCYuY,SOLO: Surrogate Online Learning at Once for Spiking Neural Networks,3.5,1.0,5-3-3-3
6496,YMHDeDTWbE,A Dynamic Mixup Approach Towards Improved Robustness of Classifiers,3.5,1.0,3-5-3-3
6497,GFqQ6gOupN,A Weight Variation-Aware Training Method for Hardware Neuromorphic Chips,3.5,1.0,3-5-3-3
6498,GaBg3pgXfX,MusicAOG: an Energy-Based Model for Learning and Sampling a Hierarchical Representation of Symbolic Music,3.5,1.0,3-5-3-3
6499,FTpdQBoBd0,Enhancing Fine-Tuning Performance of Large-Scale Text-to-Image Models on Specialized Datasets,3.5,1.0,5-3-3-3
6500,ZnmofqLWMQ,Zero-shot Image Restoration via Diffusion Inversion,3.5,1.0,3-5-3-3
6501,Pa4hecILrt,Incremental Successive Halving for Hyperparameter Optimization with Budget Constraints,3.5,1.0,3-5-3-3
6502,C7rg9izne7,What Do GNNs Actually Learn? Towards Understanding their Representations,3.5,1.0,3-5-3-3
6503,5HGPR6fg2S,Normalized Space Alignment: A Versatile Metric for Representation Space Discrepancy Minimization,3.5,1.0,3-3-3-5
6504,NJ6nyv3XWH,Leveraging Graph Neural Networks to Boost Fine-Grained Image Classification,3.5,1.0,3-5-3-3
6505,648Mq6Neuo,Guide Your Anomaly with Language,3.5,1.0,3-3-5-3
6506,fsWr2AxJl8,T1: Scaling Diffusion Probabilistic Fields to High-Resolution on Unified Visual Modalities,3.5,1.0,3-3-3-5
6507,HAJzPND6Xt,Efficient Realistic Avatar Generation via Model Compression and Enhanced Rendering,3.5,1.0,3-5-3-3
6508,ZCc8OQEAoK,Towards Better Propagation of Non-parametric GNNs,3.5,1.0,3-3-5-3
6509,QQscjhKXIF,Class-Incremental Continual Learning for Multi-View Clustering,3.5,1.0,5-3-3-3
6510,KmvYOALQnm,Improving Sample Efficiency in Off-policy RL with Low-dimensional Policy Representation,3.5,1.0,3-5-3-3
6511,vOOkWxbLs7,InfoIGL: Invariant Graph Learning Driven by Information Theory,3.5,1.0,3-3-3-5
6512,uFHDOSfuGS,An Entropic Risk Measure for Robust Counterfactual Explanations,3.5,1.0,3-3-3-5
6513,6fFd8QaPVx,OneBNet: Binarized Neural Networks using Decomposed 1-D Binarized Convolutions on Edge Device,3.5,1.0,3-3-5-3
6514,uK4TYkVBJG,Self-Prompt SAM: Automatic Prompt SAM Adaptation for Medical Image Segmentation,3.5,1.0,3-3-5-3
6515,R7946uagL2,LIPEx -- Locally Interpretable Probabilistic Explanations -- To Look Beyond The True Class,3.5,1.0,3-3-5-3
6516,QaODpeRaOK,Making PPO even better: Value-Guided Monte-Carlo Tree Search decoding,3.5,1.0,3-3-3-5
6517,fsc9GXX6Z6,Detecting and Removing Adversarial Patches using Frequency Signatures,3.5,1.0,3-3-3-5
6518,Jg8yHRPU7l,Mechanism of clean-priority learning in early stopped neural networks of infinite width,3.5,1.0,5-3-3-3
6519,vkKQjaS9GX,SDM-RL: Steady-State Divergence Maximization for Robust Reinforcement Learning,3.5,1.0,5-3-3-3
6520,iStX5y0Ttg,Towards Universal Robust Federated Learning via Meta Stackelberg Game,3.5,1.0,5-3-3-3
6521,gLtHsY0zCC,T-Measure: A Measure for Model Transferabilty,3.5,1.0,5-3-3-3
6522,BSePKWwTUj,Multiobjective Stochastic Linear Bandits under Lexicographic Ordering,3.5,1.0,5-3-3-3
6523,BRO4PfCiwb,OS-net: Orbitally Stable Neural Networks,3.5,1.0,5-3-3-3
6524,wqi85OBVLE,Reward Adaptation Via Q-Manipulation,3.5,1.0,3-3-3-5
6525,c2NEqCuq5D,DeCCaF: Deferral Under Cost and Capacity Constraints Framework,3.5,1.0,5-3-3-3
6526,l7aD9VMQUq,AS-LLM: When Algorithm Selection Meets Large Language Model,3.5,1.0,5-3-3-3
6527,1WceuzWff5,Understanding the Transfer of High-Level Reinforcement Learning Skills Across Diverse Environments,3.5,1.0,3-3-3-5
6528,BkRD6GsswM,CLA-RA: COLLABORATIVE ACTIVE LEARNING AMIDST RELABELING AMBIGUITY,3.5,1.0,3-5-3-3
6529,dA4EWchlbn,Advancing the Adversarial Robustness of Neural Networks from the Data Perspective,3.5,1.0,3-3-5-3
6530,uWHPW0sXFK,PINF: Continuous Normalizing Flows for Physics-Constrained Deep Learning,3.5,1.0,3-3-3-5
6531,V8YwPdoSlr,"Capturing Static, Short-Term, and Long-Term Dynamics Through Self-Supervised Time Series Learning: CHRONOS",3.5,1.0,3-5-3-3
6532,Rh1aThKliu,"LLM Lies: Hallucinations are not Bugs, but Features as  Adversarial Examples",3.5,1.0,5-3-3-3
6533,NxxbLJaDJQ,Adding 32 Parameters to a LLM can improve fine-tuned classification performance by up to 1.5-6 percentage points,3.5,1.0,3-5-3-3
6534,aLiinaY3ua,"Diversifying Deep Ensembles: A Saliency Map Approach for Enhanced OOD Detection, Calibration, and Accuracy",3.5,1.0,3-3-5-3
6535,7zxGHwe7Vw,FedAnchor: Enhancing Federated Semi-Supervised Learning with Label Contrastive Loss,3.5,1.0,3-5-3-3
6536,KQfCboYwDK,Adiabatic replay for continual learning,3.5,1.0,3-3-5-3
6537,HTzdVhbTEt,Designing Long-term Group Fair Policies in Dynamical Systems,3.5,1.0,3-3-5-3
6538,VTdGLgmQQM,Dual Fusion AutoEncoder for Graph Clustering,3.5,1.0,5-3-3-3
6539,BtmB8WrPSp,Sparse-PGD: An Effective and Efficient Attack for $l_0$ Bounded Adversarial Perturbation,3.5,1.0,5-3-3-3
6540,7essnmWOK5,Graph Neural Networks for Multivariate Time-Series Forecasting via Learning Hierarchical Spatiotemporal Dependencies,3.5,1.0,3-3-5-3
6541,3Ok7ccvtf3,UNLEARNING THE UNWANTED DATA FROM A PERSONALIZED RECOMMENDATION MODEL,3.5,1.0,3-5-3-3
6542,3K3aWRpRNq,Reducing Atomic Clashes in Geometric Diffusion Models for 3D Structure-Based Drug Design,3.5,1.0,3-5-3-3
6543,9JRsAj3ymy,Time-Sensitive Replay for Continual Learning,3.5,1.0,3-3-5-3
6544,VqEE9i6jhE,Tensor methods to learn the Green's function to solve high-dimensional PDE,3.5,1.0,5-3-3-3
6545,ZuNIhK2eGP,Mining Shallow Layer Representations in Class-Incremental Learning,3.5,1.0,3-5-3-3
6546,3s4fZTr1ce,RLAdapter: Bridging Large Language Models to Reinforcement Learning in Open Worlds,3.5,1.0,3-3-3-5
6547,0P12CqfvUU,3D Morphable Master Face Generation: Towards Controllable Wolf Attacks against 2D and 3D Face Recognition Systems,3.5,1.0,5-3-3-3
6548,3ucOvX8WVu,LoFT: Local Proxy Fine-tuning Improves Transferability to Large Language Model Attacks,3.5,1.0,3-3-5-3
6549,lwT5CRq1PO,Federated Learning with a Single Shared Image,3.5,1.0,5-3-3-3
6550,CvxcWCDX0h,Learning Multi-Modal Representation Alignments from Noisy Data-Pairs,3.5,1.0,3-5-3-3
6551,vY4iBYm9TU,A Study of the Effects of Transfer Learning on Adversarial Robustness,3.5,1.0,3-3-5-3
6552,m8KWOgE0Cn,FENDA-FL: Personalized Federated Learning on Heterogeneous Clinical Datasets,3.5,1.0,3-5-3-3
6553,i6t6laraaF,POI-based Traffic Generation via Supervised Contrastive Learning on Reconstructed Graph,3.5,1.0,3-3-5-3
6554,CJBAMwl2ds,Reasoning-Enhanced Object-Centric Learning for Videos,3.5,1.0,3-5-3-3
6555,Gsn43rbDwp,Enable Quantum Graph Neural Networks on a Single Qubits,3.5,1.0,3-5-3-3
6556,t7izmSufIi,TETA: Temporal-Enhanced Text-to-Audio Generation,3.5,1.0,3-5-3-3
6557,jvOvJ3XSjK,Predict-then-Optimize  via Learning to Optimize from Features,3.5,1.0,3-5-3-3
6558,zhJDD85QHD,CEIR: Concept-based Explainable Image Representation Learning,3.5,1.0,3-5-3-3
6559,IZVCzCWwoY,Completion Consistency for Point Cloud Completion Enhancement,3.5,1.0,3-3-3-5
6560,uItTdHsRzT,On Function-Coupled Watermarks for Deep Neural Networks,3.5,1.0,3-5-3-3
6561,eGdhD93hZr,MVoice: Multilingual Unified Voice Generation With Discrete Representation at Scale,3.5,1.0,3-5-3-3
6562,ktmMkOOeYb,Dual Grained Quantization: Efficient Fine-grained Quantization for LLM,3.5,1.0,5-3-3-3
6563,dEbX5Gf1ZF,Uncovering Time-Invariant Latent Representation for Brain Disorder Diagnosis via Self-Supervised Learning,3.5,1.0,3-5-3-3
6564,i4kDKfllrz,Synergistic Classification and Unknown Discrimination for Open Set Recognition,3.5,1.0,3-3-3-5
6565,oMRrVXrHxW,SimVLG: Simple and Efficient Pretraining of Visual Language Generative Models,3.5,1.0,3-5-3-3
6566,OWUWWr50PF,Deterministic Error Bounds for Euclidean Clustering,3.5,1.0,3-3-3-5
6567,Ac7f7xL4bU,Universal Clustering Bounds,3.5,1.0,3-3-3-5
6568,BjjG2fH09N,Maximum Margin Based Activation Clipping for Post-Training Overfitting Mitigation in DNN Classifiers,3.5,1.0,3-3-3-5
6569,PuKRVPXXpR,ResTran: A GNN Alternative To Learn Graph With Features,3.5,1.0,3-3-5-3
6570,U3ROVRTKTa,Prompting-based Efficient Temporal Domain Generalization,3.5,1.0,3-3-3-5
6571,UQNSe4Da29,One-Hot Encoding Strikes Back: Fully Orthogonal Coordinate-Aligned Class Representations,3.5,1.0,5-3-3-3
6572,uwJgCIKXJS,Linear Indexed Minimum Empirical Divergence Algorithms,3.5,1.0,3-5-3-3
6573,oTRekADULK,Sparse Training of Discrete Diffusion Models for Graph Generation,3.5,1.0,3-3-5-3
6574,RacYdzHxcz,Human-Producible Adversarial Examples,3.5,1.0,5-3-3-3
6575,UndmcWatBN,Dissecting Zero-Shot Visual Reasoning Capabilities in Vision and Language Models,3.5,1.0,3-3-5-3
6576,E2ePtpKJpy,Improving Compositional Text-to-image Generation with  Large Vision-Language Models,3.5,1.0,3-3-3-5
6577,dN1IV0Ov8a,Long BERT for bankruptcy prediction,3.5,1.0,3-3-5-3
6578,5BBEFotHkJ,Symmetry-preserving graph attention network to solve routing problems at multiple resolutions,3.5,1.0,3-3-5-3
6579,g2so5fj8pK,Detailed 3D Face Reconstruction in Full Pose Range,3.5,1.0,3-5-3-3
6580,s3EpSMU2Jz,TuneMV3D: Tuning Foundational Image Diffusion Models for Generalizable and Scalable Multiview 3D Generation,3.5,1.0,5-3-3-3
6581,OnvuFI9iY5,Heterogeneous Domain Generalization for Single-Source Cross-Dataset Person ReID: An Adaptive Adversarial Augmentation Approach,3.5,1.0,3-3-3-5
6582,ktVzWL9BAQ,Provable Dynamic Regularization Calibration,3.5,1.0,3-5-3-3
6583,MxuFXJtVTt,Hot PATE: Private Aggregation of Distributions for Diverse Tasks,3.5,1.0,3-5-3-3
6584,Mmd7EXdVXG,Entropy-enhanced context-aware event prediction based on ontology and external knowledge,3.5,1.0,5-3-3-3
6585,UEdS2lIgfY,In-Context Learning in Large Language Models: A Neuroscience-inspired Analysis of Representations,3.5,1.0,3-3-5-3
6586,phWkgFXvdG,Task Regularized Hybrid Knowledge Distillation For Incremental Object Detection,3.5,1.0,3-3-3-5
6587,vstaHBy5N4,Communication Efficient Federated Representation Learning,3.5,1.0,3-3-5-3
6588,l4k0MJuO9D,Network calibration under domain shift based on estimating the  target domain accuracy,3.5,1.0,3-3-5-3
6589,HCMmC8DETj,Analysis of Task Transferability in Large Pre-trained Classifiers,3.5,1.0,3-3-3-5
6590,BCRZq5nNZu,Chunking: Forgetting Matters in Continual Learning even without Changing Tasks,3.5,1.0,5-3-3-3
6591,XUCAA0XnPC,Ensembler: Combating model inversion attacks using model ensemble during collaborative inference,3.5,1.0,3-3-3-5
6592,HNOqhcua6b,TransFusion: Contrastive Learning with Attention Layers,3.5,1.0,5-3-3-3
6593,qgyF6JVmar,OTMatch: Improving Semi-Supervised Learning with Optimal Transport,3.5,1.0,3-5-3-3
6594,SZn1Ex72Lv,Block-operations: Creating an Inductive Bias to Route Data and Reuse Subnetworks,3.5,1.0,3-3-3-5
6595,N4gT8PIjHL,What Large Language Models Bring to Text-oriented VQA?,3.5,1.0,3-5-3-3
6596,Z89D6efImi,Light-Implicit Uncalibrated Photometric Stereo Network With Fourier Embedding,3.5,1.0,3-3-5-3
6597,cZKSWi6BVT,A Hierarchical Reinforcement Learning Based Optimization FrameWork for Large Scale Storage Location Assignment Problem,3.5,1.0,5-3-3-3
6598,Y29rdPpPu4,The Logarithm Trick: achieve better long term forecast via Mean Logarithm Square Loss,3.5,1.0,3-3-5-3
6599,TdhkAcXkRi,Momentum Benefits Non-iid Federated Learning Simply and Provably,3.5,1.0,5-3-3-3
6600,GcML5JKOCF,WinSyn: A High Resolution Testbed for Synthetic Data,3.5,1.0,3-3-5-3
6601,cSSHiLnjsJ,Traveling Words: A Geometric Interpretation of Transformers,3.5,1.0,3-3-3-5
6602,Ztt6V7Lgo5,Learning from Fragmentary Multivariate Time Series Data with Scalable Numerical Embedding,3.5,1.0,3-5-3-3
6603,NkcCb3u5rT,RRescue: Ranking LLM Responses to Enhance Reasoning Over Context,3.5,1.0,3-3-3-5
6604,UbgIbJfvio,Prompt Space Optimizing Few-shot Reasoning Success with Large Language Models,3.5,1.0,3-3-3-5
6605,aCiSwOHnRD,SEFAR: SparsE-FeAture-based Regularization for Fine-Tuning on Limited Downstream Data,3.5,1.0,3-3-3-5
6606,jyiD0q2wp2,Human Pose Estimation via Parse Graph of Body Structure,3.5,1.0,3-5-3-3
6607,5aHmaMFJns,"Reason for Future, Act for Now: A Principled Architecture for Autonomous LLM Agents",3.5,1.0,3-3-3-5
6608,GDdhaasBgN,Rare Event Probability Learning by Normalizing Flows,3.5,1.0,5-3-3-3
6609,yIv4SLzO3u,Bound and Average: Leveraging Weights as Knowledge for Class Incremental Learning,3.5,1.0,3-3-5-3
6610,0pBX9FLGRR,Decoupled Diffusion Models: Image to Zero and Zero to Noise,3.5,1.0,3-5-3-3
6611,f4HohsyNEk,NeuManifold: Neural Watertight Manifold Reconstruction with Efficient and High-Quality Rendering Support,3.5,1.0,5-3-3-3
6612,8HG2QrtXXB,HelmSim: Learning Helmholtz Dynamics for Interpretable Fluid Simulation,3.5,1.0,5-3-3-3
